_id;nome;cod;casosAcumulado;obitosAcumulado
Santa Rita do Passa Quatro;Santa Rita do Passa Quatro;354750;456;16
Taboleiro Grande;Taboleiro Grande;241380;454;6
Entre Rios do Sul;Entre Rios do Sul;430695;454;5
Bocaina;Bocaina;220180;453;11
Santa Rosa de Lima;Santa Rosa de Lima;280650;453;9
Jampruca;Jampruca;313507;453;8
Santa Maria Madalena;Santa Maria Madalena;330460;453;11
Água Limpa;Água Limpa;520020;453;4
Rio da Conceição;Rio da Conceição;171865;452;2
Presidente Juscelino;Presidente Juscelino;210920;452;1
Tupirama;Tupirama;172125;451;3
Belágua;Belágua;210173;451;4
Buritirana;Buritirana;210235;451;27
Santa Terezinha do Progresso;Santa Terezinha do Progresso;421568;451;5
Herveiras;Herveiras;430957;451;3
Amparo do Serra;Amparo do Serra;310250;450;13
Amaralina;Amaralina;520082;449;2
Faxinalzinho;Faxinalzinho;430805;448;6
Florínea;Florínea;351610;447;17
São Domingos do Cariri;São Domingos do Cariri;251394;446;5
São João da Serra;São João da Serra;220990;445;19
Santo Hipólito;Santo Hipólito;316060;445;6
Muliterno;Muliterno;431262;444;2
Tupiratins;Tupiratins;172130;443;3
Oriente;Oriente;353410;443;29
Coqueiro Baixo;Coqueiro Baixo;430583;443;3
Caracol;Caracol;220250;442;19
Pintópolis;Pintópolis;315057;442;5
Queluzito;Queluzito;315380;442;5
Vieirópolis;Vieirópolis;251720;441;9
Brejolândia;Brejolândia;290440;441;13
Lajedinho;Lajedinho;291900;441;1
Cocal dos Alves;Cocal dos Alves;220272;440;8
Lagoa;Lagoa;250810;440;4
São Bento do Trairí;São Bento do Trairí;241170;439;4
Engenheiro Navarro;Engenheiro Navarro;312380;439;11
Cambará do Sul;Cambará do Sul;430360;439;12
Cerro Grande;Cerro Grande;430515;439;7
Miguel Leão;Miguel Leão;220630;438;3
Tupanci do Sul;Tupanci do Sul;432218;438;3
Piau;Piau;315010;437;15
Guabiju;Guabiju;430925;437;2
Presidente Médici;Presidente Médici;210923;436;3
Matos Costa;Matos Costa;421070;435;4
Serra Grande;Serra Grande;251570;434;8
Santa Tereza;Santa Tereza;431725;434;6
Uru;Uru;355590;433;6
Antônio Almeida;Antônio Almeida;220080;432;11
Tejupá;Tejupá;355420;432;13
Santa Inês;Santa Inês;412360;432;3
Onça de Pitangui;Onça de Pitangui;314580;431;6
Serranópolis de Minas;Serranópolis de Minas;316695;431;2
Cerro Negro;Cerro Negro;420417;431;4
Pouso Novo;Pouso Novo;431513;431;4
Cristianópolis;Cristianópolis;520630;431;7
Itajá;Itajá;521080;431;24
Lagoa Santa;Lagoa Santa;521225;431;5
Nova Aurora;Nova Aurora;521480;431;6
Senhora do Porto;Senhora do Porto;316610;430;2
Pugmil;Pugmil;171845;429;6
Bela Vista do Maranhão;Bela Vista do Maranhão;210177;429;19
Ourém;Ourém;150540;428;19
Luislândia;Luislândia;313868;428;4
Pontão;Pontão;431477;428;12
Porto Mauá;Porto Mauá;431505;428;8
Lagoa de Velhos;Lagoa de Velhos;240640;427;10
Conceição das Pedras;Conceição das Pedras;311720;427;5
São Miguel da Boa Vista;São Miguel da Boa Vista;421715;427;8
Novo Oriente do Piauí;Novo Oriente do Piauí;220690;426;13
Biquinhas;Biquinhas;310700;425;4
Alto Alegre;Alto Alegre;350110;425;29
Piraquê;Piraquê;171720;424;1
Vila Flor;Vila Flor;241500;424;3
Nuporanga;Nuporanga;353360;424;16
Cacimba de Areia;Cacimba de Areia;250340;423;5
Capão Alto;Capão Alto;420325;423;3
Berizal;Berizal;310665;422;3
Esperança do Sul;Esperança do Sul;430745;422;17
Campinaçu;Campinaçu;520465;421;10
São Francisco do Maranhão;São Francisco do Maranhão;211090;420;23
Eliseu Martins;Eliseu Martins;220360;420;17
São Félix de Minas;São Félix de Minas;316105;420;7
Piquete;Piquete;353850;420;35
Mato Rico;Mato Rico;411573;420;6
Crisólita;Crisólita;312015;419;3
Poço de José de Moura;Poço de José de Moura;251207;418;8
Santa Fé de Minas;Santa Fé de Minas;315760;418;4
Nova Iorque;Nova Iorque;210730;417;7
Sapucaia;Sapucaia;150775;416;5
Moeda;Moeda;314230;415;15
Praia Norte;Praia Norte;171830;414;9
São João Batista;São João Batista;211100;414;19
Madeiro;Madeiro;220585;414;7
Cordisburgo;Cordisburgo;311890;414;21
Ernestina;Ernestina;430705;413;11
Alagoinha do Piauí;Alagoinha do Piauí;220025;412;13
Assunção do Piauí;Assunção do Piauí;220105;412;11
Seritinga;Seritinga;316640;412;4
Mato Grosso;Mato Grosso;250937;411;3
Novo Lino;Novo Lino;270560;411;14
Anhumas;Anhumas;350240;410;10
São Valentim;São Valentim;431970;410;5
Teresina de Goiás;Teresina de Goiás;522108;410;1
Canhoba;Canhoba;280110;409;7
Contendas do Sincorá;Contendas do Sincorá;290880;409;7
Campanário;Campanário;311080;408;6
Presidente Sarney;Presidente Sarney;210927;407;15
Novo Planalto;Novo Planalto;521525;407;9
Paiva;Paiva;314660;406;4
Santo Antônio do Itambé;Santo Antônio do Itambé;316020;406;1
Jatobá do Piauí;Jatobá do Piauí;220527;405;11
Antônio Prado de Minas;Antônio Prado de Minas;310310;405;6
Córrego Novo;Córrego Novo;312000;405;14
Ingaí;Ingaí;313080;405;8
Pai Pedro;Pai Pedro;314655;405;5
Rosário da Limeira;Rosário da Limeira;315645;405;7
Crixás do Tocantins;Crixás do Tocantins;170625;404;0
Matinhas;Matinhas;250933;404;9
Taquaral;Taquaral;355365;403;13
Benedito Leite;Benedito Leite;210180;402;2
Riachão do Poço;Riachão do Poço;251276;402;7
Ponte Branca;Ponte Branca;510670;402;6
Tufilândia;Tufilândia;211227;401;5
Jundiaí do Sul;Jundiaí do Sul;411290;401;10
Areias;Areias;350350;400;6
Lagoinha do Piauí;Lagoinha do Piauí;220554;399;9
São José do Divino;São José do Divino;316330;399;4
Arambaré;Arambaré;430085;399;10
Congonhas do Norte;Congonhas do Norte;311810;398;5
Pongaí;Pongaí;354010;398;12
Nova Luzitânia;Nova Luzitânia;353330;397;15
Bom Jesus do Oeste;Bom Jesus do Oeste;420257;396;6
Lagoa do Tocantins;Lagoa do Tocantins;171195;395;8
São José do Peixe;São José do Peixe;221010;395;4
São José do Divino;São José do Divino;221005;395;14
Centenário;Centenário;430511;395;4
Aramina;Aramina;350300;394;20
Junco do Maranhão;Junco do Maranhão;210565;393;2
Sossêgo;Sossêgo;251615;393;3
Pedregulho;Pedregulho;353700;393;28
Mateiros;Mateiros;171270;392;1
Matinha;Matinha;210650;392;13
Malhada dos Bois;Malhada dos Bois;280380;392;8
Galinhos;Galinhos;240410;391;1
Monte Formoso;Monte Formoso;314315;391;8
Vargeão;Vargeão;421910;390;11
Santa Tereza do Tocantins;Santa Tereza do Tocantins;171900;388;7
São Miguel dos Milagres;São Miguel dos Milagres;270870;388;16
Ewbank da Câmara;Ewbank da Câmara;312500;388;16
Olhos-d'Água;Olhos-d'Água;314545;388;6
Areia de Baraúnas;Areia de Baraúnas;250115;387;7
Poço Dantas;Poço Dantas;251203;387;5
São Sebastião do Umbuzeiro;São Sebastião do Umbuzeiro;251520;387;6
Barão de Monte Alto;Barão de Monte Alto;310550;387;16
Muitos Capões;Muitos Capões;431261;387;6
João Dias;João Dias;240590;386;2
Cumbe;Cumbe;280190;386;4
Cônego Marinho;Cônego Marinho;311783;386;4
São Francisco;São Francisco;280690;385;13
Palmeirândia;Palmeirândia;210760;384;18
Pilões;Pilões;251160;384;11
Satubinha;Satubinha;211172;383;3
Dirceu Arcoverde;Dirceu Arcoverde;220335;383;13
Lavrinhas;Lavrinhas;352660;383;16
Gramado dos Loureiros;Gramado dos Loureiros;430912;383;4
Emas;Emas;250590;382;6
Ipiranga de Goiás;Ipiranga de Goiás;521015;381;13
Pedra Mole;Pedra Mole;280500;380;8
Bugre;Bugre;310925;380;14
Itabi;Itabi;280310;379;3
São João da Varjota;São João da Varjota;220995;378;2
Coronel Pilar;Coronel Pilar;430593;378;7
Juramento;Juramento;313680;377;4
Motuca;Motuca;353205;377;11
Jacuípe;Jacuípe;270350;376;4
Fruta de Leite;Fruta de Leite;312707;376;3
Catas Altas da Noruega;Catas Altas da Noruega;311540;374;5
Socorro do Piauí;Socorro do Piauí;221090;373;8
Miraselva;Miraselva;411600;373;9
Francisco Dumont;Francisco Dumont;312660;372;7
São João de Pirabas;São João de Pirabas;150747;371;48
Maraial;Maraial;260920;370;13
São Bento do Norte;São Bento do Norte;241160;369;4
Floriano Peixoto;Floriano Peixoto;430825;369;1
Mansidão;Mansidão;292045;368;11
Vista Alegre do Prata;Vista Alegre do Prata;432360;368;7
Catingueira;Catingueira;250420;367;11
Serranos;Serranos;316700;367;1
Duas Barras;Duas Barras;330160;367;8
Cajazeirinhas;Cajazeirinhas;250375;365;1
Jardim do Mulato;Jardim do Mulato;220525;364;5
Júlio Mesquita;Júlio Mesquita;352580;364;17
São Julião;São Julião;221030;363;15
São Domingos;São Domingos;251396;363;2
Abaíra;Abaíra;290010;363;17
Descoberto;Descoberto;312130;363;13
Engenho Velho;Engenho Velho;430692;363;5
Chapada da Natividade;Chapada da Natividade;170510;362;3
Sebastianópolis do Sul;Sebastianópolis do Sul;355130;362;12
Coivaras;Coivaras;220273;361;6
Curral Novo do Piauí;Curral Novo do Piauí;220327;361;2
Buritizal;Buritizal;350820;360;10
Porto Rico do Maranhão;Porto Rico do Maranhão;210905;359;8
Cuité de Mamanguape;Cuité de Mamanguape;250523;359;16
Painel;Painel;421189;359;6
Peixe-Boi;Peixe-Boi;150560;358;4
Presidente Juscelino;Presidente Juscelino;315320;358;8
São José da Varginha;São José da Varginha;316310;358;1
Paraíso;Paraíso;421223;358;10
Tabocas do Brejo Velho;Tabocas do Brejo Velho;293090;357;18
Zacarias;Zacarias;355715;357;12
Camacho;Camacho;311040;356;2
Álvaro de Carvalho;Álvaro de Carvalho;350140;356;9
Conceição do Lago-Açu;Conceição do Lago-Açu;210355;355;12
São Félix de Balsas;São Félix de Balsas;211080;355;2
Milton Brandão;Milton Brandão;220635;355;3
Itapuca;Itapuca;431057;354;3
Jupiá;Jupiá;420917;353;7
Vila Nova do Piauí;Vila Nova do Piauí;221160;352;3
Passagem;Passagem;240920;352;3
Doresópolis;Doresópolis;312340;352;1
Bom Progresso;Bom Progresso;430237;352;3
Rio Rufino;Rio Rufino;421505;351;8
São José do Mantimento;São José do Mantimento;316360;350;3
Hidrolina;Hidrolina;520980;350;14
Calmon;Calmon;420315;349;7
Prata do Piauí;Prata do Piauí;220860;348;5
Mato Queimado;Mato Queimado;431217;348;4
Ribeirão Corrente;Ribeirão Corrente;354310;347;6
São João do Tigre;São João do Tigre;251410;346;6
Mar Vermelho;Mar Vermelho;270490;346;4
Piedade de Ponte Nova;Piedade de Ponte Nova;315020;346;11
São Valério do Sul;São Valério do Sul;431973;346;5
Santana do Piauí;Santana do Piauí;220935;345;7
Brasilândia do Tocantins;Brasilândia do Tocantins;170360;344;6
São José do Bonfim;São José do Bonfim;251460;344;7
Flor do Sertão;Flor do Sertão;420535;343;0
São Cristóvão do Sul;São Cristóvão do Sul;421605;343;18
Santo Antônio do Palma;Santo Antônio do Palma;431755;341;5
Davinópolis;Davinópolis;520690;341;9
Murici dos Portelas;Murici dos Portelas;220669;340;11
Caranaíba;Caranaíba;311310;340;4
Santana do Garambéu;Santana do Garambéu;315870;340;5
Wall Ferraz;Wall Ferraz;221170;339;3
Caiabu;Caiabu;350890;338;9
São José da Bela Vista;São José da Bela Vista;354950;338;23
Presidente Nereu;Presidente Nereu;421410;338;4
Almas;Almas;170040;337;5
Alcântara;Alcântara;210020;337;21
Godofredo Viana;Godofredo Viana;210430;337;6
Angelim;Angelim;260100;337;16
Olho D'Água do Piauí;Olho D'Água do Piauí;220710;335;3
Santo Inácio do Piauí;Santo Inácio do Piauí;220950;335;7
Palmeirais;Palmeirais;220750;334;25
Jaramataia;Jaramataia;270370;333;5
João Costa;João Costa;220535;331;4
Jurema;Jurema;220553;331;8
Novo Santo Antônio;Novo Santo Antônio;220695;330;5
Sítio do Mato;Sítio do Mato;293075;330;15
Bela Vista do Piauí;Bela Vista do Piauí;220155;329;7
Dirce Reis;Dirce Reis;351385;329;6
Augusto de Lima;Augusto de Lima;310480;328;12
Casa Grande;Casa Grande;311490;328;4
Monteiro Lobato;Monteiro Lobato;353170;328;13
Porto Vera Cruz;Porto Vera Cruz;431507;328;6
Fortuna de Minas;Fortuna de Minas;312640;327;3
Dilermando de Aguiar;Dilermando de Aguiar;430637;327;5
Cruzaltense;Cruzaltense;430613;326;7
Taipas do Tocantins;Taipas do Tocantins;172093;325;1
Altair;Altair;350090;325;18
Campos Novos Paulista;Campos Novos Paulista;350980;325;14
Morro da Garça;Morro da Garça;314360;324;10
Itirapuã;Itirapuã;352370;324;8
Turiaçu;Turiaçu;211240;323;6
Nova Castilho;Nova Castilho;353286;323;4
Santo Antônio dos Milagres;Santo Antônio dos Milagres;220945;322;3
Boa Vista do Tupim;Boa Vista do Tupim;290380;322;15
Guarantã;Guarantã;351810;322;25
Coqueiros do Sul;Coqueiros do Sul;430585;322;9
Lavandeira;Lavandeira;171215;321;1
São José do Piauí;São José do Piauí;221020;321;9
José Gonçalves de Minas;José Gonçalves de Minas;313652;321;1
Unistalda;Unistalda;432237;321;7
Amparo;Amparo;250073;320;4
Zabelê;Zabelê;251740;320;1
Alfredo Marcondes;Alfredo Marcondes;350080;320;23
Novais;Novais;353325;320;20
Paes Landim;Paes Landim;220730;319;9
Serra Azul de Minas;Serra Azul de Minas;316650;319;0
União Paulista;União Paulista;355570;319;7
Mairipotaba;Mairipotaba;521260;318;7
André da Rocha;André da Rocha;430066;317;1
Sério;Sério;432045;316;7
Anísio de Abreu;Anísio de Abreu;220070;315;16
São Miguel do Fidalgo;São Miguel do Fidalgo;221039;315;4
Campestre;Campestre;270135;315;7
Caiana;Caiana;311010;315;7
Pirapó;Pirapó;431455;315;19
São Miguel da Baixa Grande;São Miguel da Baixa Grande;221038;314;4
Monte Alegre dos Campos;Monte Alegre dos Campos;431237;314;8
Diogo de Vasconcelos;Diogo de Vasconcelos;312170;313;1
Miravânia;Miravânia;314225;312;2
Bento Fernandes;Bento Fernandes;240160;311;4
Senador La Rocque;Senador La Rocque;211176;310;27
Borebi;Borebi;350745;310;4
Sabino;Sabino;354460;310;32
Araçaí;Araçaí;310320;309;2
Couto de Magalhães de Minas;Couto de Magalhães de Minas;312010;309;7
Monteirópolis;Monteirópolis;270540;308;17
Francisco Badaró;Francisco Badaró;312650;308;7
Peri Mirim;Peri Mirim;210840;307;7
Santana dos Montes;Santana dos Montes;315910;306;0
Bom Princípio do Piauí;Bom Princípio do Piauí;220191;304;14
Umburatiba;Umburatiba;317030;303;4
Iaras;Iaras;351925;302;24
Nova Aliança do Ivaí;Nova Aliança do Ivaí;411650;299;2
Capim;Capim;250403;297;12
Riacho de Santo Antônio;Riacho de Santo Antônio;251278;297;6
Pindoba;Pindoba;270700;297;4
Pedra Bela;Pedra Bela;353680;297;11
Mirinzal;Mirinzal;210680;296;16
Gentil;Gentil;430885;295;5
Acaiaca;Acaiaca;310040;293;12
Ibiracatu;Ibiracatu;312965;293;3
Santa Cruz de Salinas;Santa Cruz de Salinas;315737;292;3
Santa Margarida do Sul;Santa Margarida do Sul;431697;291;7
Santa Cruz dos Milagres;Santa Cruz dos Milagres;220915;290;2
Salto do Céu;Salto do Céu;510775;290;10
Frei Lagonegro;Frei Lagonegro;312695;289;5
Florestal;Florestal;312600;288;15
Santo Antônio do Planalto;Santo Antônio do Planalto;431775;288;6
Coronel Ezequiel;Coronel Ezequiel;240280;287;7
Feira Nova;Feira Nova;280220;287;7
Itaoca;Itaoca;352215;287;8
Caturama;Caturama;290755;286;11
Cunhataí;Cunhataí;420475;285;4
Gurjão;Gurjão;250650;284;8
Sem-Peixe;Sem-Peixe;316556;284;7
Pedranópolis;Pedranópolis;353690;282;12
Anhanguera;Anhanguera;520120;282;7
Domingos Mourão;Domingos Mourão;220342;281;5
Lagoa dos Patos;Lagoa dos Patos;313730;281;2
Lupércio;Lupércio;352780;278;8
Jari;Jari;431113;278;5
São José de Princesa;São José de Princesa;251455;277;1
Arapeí;Arapeí;350315;277;7
Carmésia;Carmésia;311380;274;1
São José do Herval;São José do Herval;431846;274;3
Sítio d'Abadia;Sítio d'Abadia;522070;274;2
Marajá do Sena;Marajá do Sena;210635;272;7
Oliveira Fortes;Oliveira Fortes;314570;272;4
Tenório;Tenório;251675;270;4
Chácara;Chácara;311590;270;13
Rochedo de Minas;Rochedo de Minas;315620;268;4
Silveirânia;Silveirânia;316730;268;3
Sucupira do Norte;Sucupira do Norte;211190;267;8
São João da Fronteira;São João da Fronteira;220987;267;7
Joca Claudino;Joca Claudino;251365;267;5
Passa Vinte;Passa Vinte;314780;267;7
Sagres;Sagres;354470;267;4
Carlos Gomes;Carlos Gomes;430485;267;1
Amparo de São Francisco;Amparo de São Francisco;280010;266;6
Santa Rosa do Piauí;Santa Rosa do Piauí;220937;265;6
Riachão;Riachão;251274;265;5
Belém;Belém;270080;265;8
Santa Cruz do Arari;Santa Cruz do Arari;150640;264;12
Campinas do Piauí;Campinas do Piauí;220210;264;2
Nantes;Nantes;353215;264;9
Canudos do Vale;Canudos do Vale;430461;264;6
Liberdade;Liberdade;313850;263;12
Cedral;Cedral;210310;262;5
Passagem Franca do Piauí;Passagem Franca do Piauí;220775;261;12
Salgadinho;Salgadinho;251300;261;3
Dona Francisca;Dona Francisca;430670;261;8
Acauã;Acauã;220005;258;3
Cássia dos Coqueiros;Cássia dos Coqueiros;351090;258;4
Piquerobi;Piquerobi;353830;257;9
São Nicolau;São Nicolau;431920;257;16
Angico;Angico;170105;256;5
São Sebastião do Rio Preto;São Sebastião do Rio Preto;316480;253;2
Natividade da Serra;Natividade da Serra;353230;253;15
Quadra;Quadra;354165;252;9
Olho d'Água Grande;Olho d'Água Grande;270590;250;10
Brejo do Piauí;Brejo do Piauí;220198;249;6
Lagoa Bonita do Sul;Lagoa Bonita do Sul;431123;248;1
Lagoinha;Lagoinha;352630;246;16
Mariano Moro;Mariano Moro;431200;246;6
Canas;Canas;350995;244;9
Matões do Norte;Matões do Norte;210663;242;6
Santa Helena;Santa Helena;421555;242;4
Santiago do Sul;Santiago do Sul;421569;240;2
Milagres do Maranhão;Milagres do Maranhão;210667;239;0
Palmeira do Piauí;Palmeira do Piauí;220740;238;7
Materlândia;Materlândia;314060;238;2
São Francisco do Piauí;São Francisco do Piauí;220970;237;10
Passagem;Passagem;251070;237;2
Torre de Pedra;Torre de Pedra;355465;235;13
São Salvador do Tocantins;São Salvador do Tocantins;172025;233;4
Olho d'Água do Casado;Olho d'Água do Casado;270580;233;8
Chapada de Areia;Chapada de Areia;170460;231;3
São Gonçalo do Gurguéia;São Gonçalo do Gurguéia;220975;231;6
Barra do Rio Azul;Barra do Rio Azul;430192;230;1
Oliveira de Fátima;Oliveira de Fátima;171550;229;1
Feliz Deserto;Feliz Deserto;270270;229;5
Japorã;Japorã;500480;229;10
Monte das Gameleiras;Monte das Gameleiras;240790;227;8
São José do Povo;São José do Povo;510729;227;9
São Vicente Ferrer;São Vicente Ferrer;211170;226;9
Cachoeira da Prata;Cachoeira da Prata;310960;226;17
Cruzália;Cruzália;351330;226;6
São João do Pau d'Alho;São João do Pau d'Alho;354930;226;4
Prado Ferreira;Prado Ferreira;412033;225;22
Ipueiras;Ipueiras;170980;224;4
Barra D'Alcântara;Barra D'Alcântara;220117;224;6
São João do Pacuí;São João do Pacuí;316265;224;3
Riacho Frio;Riacho Frio;220885;223;5
Borá;Borá;350720;223;2
Coronel Pacheco;Coronel Pacheco;311960;222;10
Benjamin Constant do Sul;Benjamin Constant do Sul;430205;220;3
Ruy Barbosa;Ruy Barbosa;241110;216;0
Santo Expedito;Santo Expedito;354830;216;11
Ponte Preta;Ponte Preta;431478;216;3
Barra do Ouro;Barra do Ouro;170307;215;8
Jerumenha;Jerumenha;220530;215;8
Paulistânia;Paulistânia;353657;214;7
São Martinho da Serra;São Martinho da Serra;431912;214;8
Santana do Maranhão;Santana do Maranhão;211023;213;8
São Raimundo do Doca Bezerra;São Raimundo do Doca Bezerra;211163;209;3
Serrano do Maranhão;Serrano do Maranhão;211178;208;5
Andrelândia;Andrelândia;310280;206;20
Santa Cruz da Esperança;Santa Cruz da Esperança;354625;206;8
Monte Santo do Tocantins;Monte Santo do Tocantins;171370;205;6
São Luis do Piauí;São Luis do Piauí;221037;205;1
São Sebastião da Vargem Alegre;São Sebastião da Vargem Alegre;316443;205;6
Bom Jesus do Tocantins;Bom Jesus do Tocantins;170330;204;3
Várzea Branca;Várzea Branca;221135;204;12
Paquetá;Paquetá;220755;203;9
Jundiá;Jundiá;270390;200;5
Caraúbas do Piauí;Caraúbas do Piauí;220253;199;12
Morro do Pilar;Morro do Pilar;314370;199;5
Pedras de Maria da Cruz;Pedras de Maria da Cruz;314915;194;16
Ibiquera;Ibiquera;291260;193;6
Axixá;Axixá;210110;192;7
Passabém;Passabém;314750;191;6
